,news,date
1,"The electric-car maker ended a volatile year with a 50 percent jump in deliveries, sending its shares to a new high.",2020-01-03T13:55:06+0000
2,"The electric-car maker ended a volatile year with a 50 percent jump in deliveries, sending its shares to a new high.",2020-01-03T13:55:06+0000
3,The chief executive could get a stock award worth hundreds of millions if the carmaker’s market capitalization is sustained in the months ahead.,2020-01-22T20:03:46+0000
4,The chief executive could get a stock award worth hundreds of millions if the carmaker’s market capitalization is sustained in the months ahead.,2020-01-22T20:03:46+0000
5,Faith in Elon Musk’s company has driven its stock to new heights. But detractors think their skepticism will be vindicated in the end.,2020-01-29T08:00:08+0000
6,Faith in Elon Musk’s company has driven its stock to new heights. But detractors think their skepticism will be vindicated in the end.,2020-01-29T08:00:08+0000
7,"The electric-car maker and its chief, Elon Musk, head into a potentially crucial year on a positive note.",2020-01-29T21:28:02+0000
8,"The electric-car maker and its chief, Elon Musk, head into a potentially crucial year on a positive note.",2020-01-29T21:28:02+0000
9,"Tesla reported a $105 million quarterly profit yesterday, convincing backers that the company has solved its problems — while doubters aren’t convinced.",2020-01-30T12:11:30+0000
10,"Tesla reported a $105 million quarterly profit yesterday, convincing backers that the company has solved its problems — while doubters aren’t convinced.",2020-01-30T12:11:30+0000
0,"This year’s Super Bowl ads may be a sign that a shift is coming, as automakers try to persuade a skeptical public that electric vehicles are the future.",2020-02-03T00:58:32+0000
1,News about its battery suppliers and optimistic analyses helped lift the electric-vehicle maker’s share price Monday.,2020-02-03T20:57:52+0000
2,News about its battery suppliers and optimistic analyses helped lift the electric-vehicle maker’s share price Monday.,2020-02-03T20:57:52+0000
3,Traders who bet against Tesla’s success could be the ones now pushing the share price higher.,2020-02-04T20:04:04+0000
4,Traders who bet against Tesla’s success could be the ones now pushing the share price higher.,2020-02-04T20:04:04+0000
5,The electric-car maker said the agency was also looking into contracts and “regular financing arrangements.”,2020-02-13T15:21:39+0000
6,The electric-car maker said the agency was also looking into contracts and “regular financing arrangements.”,2020-02-13T15:21:39+0000
7,"The airline pledges to spend at least $1 billion to buy emission offsets and invest in more efficient planes, new fuel sources and carbon-capture technologies.",2020-02-14T11:56:47+0000
8,"The airline pledges to spend at least $1 billion to buy emission offsets and invest in more efficient planes, new fuel sources and carbon-capture technologies.",2020-02-14T11:56:47+0000
9,The National Transportation Safety Board called for improvements in the electric-car company’s driver-assistance feature and cited failures by other agencies.,2020-02-25T19:38:04+0000
10,The National Transportation Safety Board called for improvements in the electric-car company’s driver-assistance feature and cited failures by other agencies.,2020-02-25T19:38:04+0000
0,"Will the company’s chief executive, Jack Dorsey, lose his job?",2020-03-04T21:34:17+0000
1,"Even if life is just a high-tech game, I’m comforted by our scientific superheroes.",2020-03-13T02:35:41+0000
2,"Tractor-trailer fleets will take time to electrify, and start-ups and established truck makers are racing to get their models on the road.",2020-03-19T11:00:08+0000
3,The electric carmaker had continued making cars in recent days in apparent defiance of a local county order limiting operations of nonessential businesses.,2020-03-19T22:37:04+0000
4,The electric carmaker had continued making cars in recent days in apparent defiance of a local county order limiting operations of nonessential businesses.,2020-03-19T22:37:04+0000
5,The prepper vision of the world is bleak and ruthless. Something better is happening now.,2020-03-21T18:36:25+0000
6,"It remains unclear if the effort to enlist companies like General Motors, Apple and Hanes constitutes an effective strategy.",2020-03-22T23:59:21+0000
7,Adam Koszary turned a tiny agricultural museum into a social media sensation. What can the world’s major institutions learn from him?,2020-03-30T16:33:08+0000
8,Adam Koszary turned a tiny agricultural museum into a social media sensation. What can the world’s major institutions learn from him?,2020-03-30T16:33:08+0000
0,"On earnings calls with investors, executives are addressing the effects of the pandemic in radically different ways.",2020-04-30T10:53:56+0000
1,"On earnings calls with investors, executives are addressing the effects of the pandemic in radically different ways.",2020-04-30T10:53:56+0000
0,The electric car company’s stock fell 10 percent after the chief executive took to Twitter to try to talk down its recent surge.,2020-05-01T17:06:48+0000
1,The electric car company’s stock fell 10 percent after the chief executive took to Twitter to try to talk down its recent surge.,2020-05-01T17:06:48+0000
2,"Electric Hummers and Cybertrucks, as well as the next generation of S.U.V.s, will signal the arrival of the E.V. era in America if they start to sell in big numbers.",2020-05-07T10:00:10+0000
3,"The electric car company told employees to report to work Friday, but a county official said Tesla did not meet the requirements for resuming production.",2020-05-08T22:33:37+0000
4,"The electric car company told employees to report to work Friday, but a county official said Tesla did not meet the requirements for resuming production.",2020-05-08T22:33:37+0000
5,He says he’ll move the headquarters of his electric car company out of California to Texas or Nevada.,2020-05-09T18:40:14+0000
6,He says he’ll move the headquarters of his electric car company out of California to Texas or Nevada.,2020-05-09T18:40:14+0000
7,The Tesla C.E.O.’s dispute with California foreshadows a potential clash between businesses and states over public health measures.,2020-05-11T10:57:31+0000
8,The Tesla C.E.O.’s dispute with California foreshadows a potential clash between businesses and states over public health measures.,2020-05-11T10:57:31+0000
9,"The central bank will buy corporate bonds for the first time in its history, as part of an eagerly anticipated package of pandemic rescue measures.",2020-05-12T11:21:23+0000
10,"The central bank will buy corporate bonds for the first time in its history, as part of an eagerly anticipated package of pandemic rescue measures.",2020-05-12T11:21:23+0000
11,Mr. Musk opened his California factory this week in defiance of local orders. He has also criticized the response to the pandemic as “dumb” and “fascist.”,2020-05-13T19:45:05+0000
12,Mr. Musk opened his California factory this week in defiance of local orders. He has also criticized the response to the pandemic as “dumb” and “fascist.”,2020-05-13T19:45:05+0000
13,The entrepreneur wants his businesses up and running now. Good luck trying to stop him.,2020-05-13T19:47:33+0000
14,The entrepreneur wants his businesses up and running now. Good luck trying to stop him.,2020-05-13T19:47:33+0000
15,"The Microsoft chief says the recovery will be more like a “dial” than a “switch,” and worries about what is lost when everybody works from home.",2020-05-14T11:23:15+0000
16,"The Microsoft chief says the recovery will be more like a “dial” than a “switch,” and worries about what is lost when everybody works from home.",2020-05-14T11:23:15+0000
17,The Tesla chief executive is putting the safety of employees on the line.,2020-05-18T19:00:06+0000
18,The Tesla chief executive is putting the safety of employees on the line.,2020-05-18T19:00:06+0000
19,A liberal status symbol now has a founder who is moving to the right.,2020-05-19T19:01:44+0000
20,A liberal status symbol now has a founder who is moving to the right.,2020-05-19T19:01:44+0000
21,A successful launch on Wednesday could forever change how the world thinks about getting people to space.,2020-05-26T21:08:17+0000
22,It also may herald the return of wearable tech.,2020-05-27T16:23:23+0000
23,The president had hoped to watch the first launch of NASA astronauts into orbit from the United States in nearly a decade. Nothing would say the U.S. is back with more verve than a rocket’s red glare.,2020-05-27T20:15:45+0000
24,"Dealerships have long resisted e-commerce, but with many showrooms closed, the dynamic is changing.",2020-05-29T09:00:29+0000
